PM2.5,PM10,Temperature,Humidity,Wind Speed,Air Quality Category
87.14735807393292,156.80141593673775,5.0,77.5,3.7918503806083024,Moderate
13.85,0.0,25.0,79.3,0.83,Good
24.29043311026591,54.13837274358346,16.1,58.5,10.375448968064829,Moderate
56.25792571946526,80.4879703158523,16.8,44.0,0.5771739290603703,Moderate
28.499369329916536,70.33680287271993,22.0,25.3,1.5004235132837307,Moderate
46.76309548702435,68.21989912232607,15.3,66.3,10.887909800356116,Moderate
16.13,94.26,22.5,51.3,1.47,Moderate
44.08,88.82,23.4,86.3,5.49,Moderate
53.16,95.81,25.0,74.8,15.79,Moderate
16.33,23.83,16.5,66.2,2.54,Good
8.02639889480782,16.933412128485063,33.4,60.5,1.9944775009740454,Good
79.87,147.18,17.5,76.0,9.33,Moderate
23.27,48.29,11.8,65.0,1.87,Good
89.32,139.08,33.9,59.6,2.64,Moderate
68.93,96.01,30.3,56.0,3.85,Moderate
149.3906470348218,192.94562874337947,15.4,95.0,0.838359386939337,Moderate
23.36,79.05,29.6,73.5,14.64,Moderate
19.850400559601166,0.0,24.7,55.2,5.403323416431617,Good
132.36,174.07,13.7,78.5,1.46,Moderate
215.74,290.78,5.0,95.0,5.13,Unhealthy
195.23045847432547,357.29672841739665,30.3,84.1,0.6879768504137332,Unhealthy
51.81,61.46,23.9,60.7,1.61,Moderate
84.26,116.32,5.7,67.5,1.29,Moderate
13.07,85.61,25.8,41.0,2.91,Moderate
130.99,248.79,18.2,55.1,14.81,Moderate
35.86386525914605,42.61185503623321,24.2,62.1,5.787785423067423,Moderate
27.77,99.8,13.7,71.8,5.52,Moderate
49.5,80.38,33.5,80.9,1.4,Moderate
56.42,175.45,8.9,73.7,10.39,Moderate
58.675601610904366,70.91777194487655,20.6,91.4,1.9679127542824701,Moderate
48.4,83.67,21.3,87.0,1.69,Moderate
25.60966828596066,45.639695132154316,16.4,59.3,2.239672042484107,Good
3.7555559327714656,0.0,19.4,83.8,6.126488899586286,Good
45.12380602985041,141.89305391007653,29.4,81.2,1.9348138979826497,Moderate
52.28,111.8,16.4,85.6,6.31,Moderate
22.56,107.01,14.4,70.0,4.38,Moderate
55.88,49.65,23.3,62.6,3.4,Moderate
31.63,58.73,18.1,92.2,0.92,Moderate
87.9459402344795,261.28658520936625,15.6,57.1,7.012212513632839,Unhealthy
66.7695230935979,155.62221070593768,19.1,53.2,2.456845367809324,Moderate
8.509049461016644,72.39117441750022,21.3,83.9,0.3403464439696913,Moderate
175.13,226.51,15.0,62.5,2.07,Unhealthy
110.75,208.74,20.1,89.8,4.74,Moderate
32.18,89.62,14.4,78.7,7.68,Moderate
34.41,12.13,33.7,65.2,4.22,Good
34.28,0.0,17.6,93.9,23.6,Good
21.09,7.25,22.3,87.2,0.69,Good
65.26,114.54,31.0,81.9,1.22,Moderate
39.11,67.47,29.4,69.3,2.28,Moderate
64.73,74.07,13.5,75.6,10.46,Moderate
17.064976935897768,60.81956377082601,30.0,80.4,4.731022493657582,Moderate
15.28,35.81,8.5,79.6,3.38,Good
34.02,69.16,26.3,63.7,12.8,Moderate
106.39,199.2,13.0,84.7,2.05,Moderate
40.8,59.31,30.7,46.7,5.2,Moderate
22.39,0.0,23.7,60.0,15.12,Good
17.59,27.83,26.1,69.9,4.12,Good
129.55778588790793,204.37420292861776,20.8,74.9,2.062062721143053,Moderate
162.3891172470877,185.88364469467197,30.1,85.5,4.207636036909206,Unhealthy
6.94,0.0,21.4,89.0,22.23,Good
67.25,145.99,5.0,59.6,2.32,Moderate
15.87,0.0,29.7,59.6,8.86,Good
118.3,141.67,16.3,95.0,29.81,Moderate
66.95,132.03,24.4,81.8,0.7,Moderate
17.35,20.1,38.7,76.1,2.75,Good
4.670899597261341,0.0,20.2,52.9,0.7407206714816075,Good
1.99,0.0,18.0,88.9,5.63,Good
8.87,0.0,20.8,24.9,2.15,Good
62.26,113.91,39.4,80.3,7.96,Moderate
93.1315964817077,87.62186241065814,19.3,72.5,17.50742466399944,Moderate
205.2225942467181,215.29597890161997,28.0,36.7,9.141415019094339,Unhealthy
49.96,87.84,25.5,76.2,2.42,Moderate
65.27,130.22,21.3,72.0,7.59,Moderate
134.43,274.72,15.0,70.9,5.42,Unhealthy
115.71,186.51,21.6,51.2,0.07,Moderate
25.31,25.99,21.7,84.0,1.61,Good
66.67,104.63,29.2,85.2,13.99,Moderate
35.180255853113266,81.9154756296674,21.2,76.9,1.9041465581093089,Moderate
7.460029396131342,0.0,20.0,53.5,0.7519297907125454,Good
173.49,288.2,27.4,53.0,0.36,Unhealthy
50.38148685458737,30.236499873128107,35.5,75.7,0.5830299727057056,Moderate
110.32,126.82,5.0,63.4,0.27,Moderate
71.13984075755968,136.623228118394,28.9,71.6,8.53809096104785,Moderate
69.91415866683722,60.46443663394927,21.2,65.8,0.6461540054741347,Moderate
113.83,161.96,27.9,56.6,5.12,Moderate
1.55,15.22,22.7,63.0,6.46,Good
30.88,56.13,15.5,76.4,0.24,Moderate
118.27,188.46,30.9,67.9,4.93,Moderate
37.05,3.26,21.9,82.6,1.61,Moderate
72.64,67.79,25.9,65.0,0.63,Moderate
28.28,60.69,9.9,70.2,5.48,Moderate
55.6,90.08,5.0,75.7,0.14,Moderate
75.67,113.72,29.7,47.8,2.68,Moderate
1.55,20.33,13.1,69.3,2.31,Good
9.17,5.77,26.0,63.8,11.41,Good
95.24,152.27,12.8,61.4,5.2,Moderate
9.42,43.3,17.8,56.8,4.6,Good
42.809196683381664,86.69002003268541,15.8,91.8,0.9927851876740863,Moderate
3.51,64.81,9.8,81.6,4.21,Moderate
26.37,54.26,17.0,92.6,2.03,Moderate
4.78,63.7,31.0,63.1,0.21,Moderate
6.37,44.11,18.1,85.1,6.8,Good
66.33885444846095,156.4881408690647,20.6,77.8,0.30196786719370744,Moderate
111.42,152.56,15.7,76.9,5.9,Moderate
9.52,0.0,17.6,63.1,9.23,Good
9.88,0.0,16.6,77.7,8.54,Good
11.14,0.0,30.8,63.7,5.75,Good
10.362507716423066,10.961755560498661,23.5,71.9,2.7994646084559753,Good
55.23,94.52,30.8,61.6,0.79,Moderate
7.26,0.0,23.0,54.3,2.0,Good
0.84,0.0,22.6,81.6,3.74,Good
5.32,0.0,27.3,83.1,6.81,Good
5.65,2.89,24.6,65.3,0.16,Good
41.66,34.08,9.3,63.3,5.7,Moderate
116.6,118.55,14.7,66.4,2.23,Moderate
17.36,15.29,27.0,55.6,1.49,Good
13.34,0.0,20.6,70.6,0.61,Good
9.29,45.34,6.4,60.2,1.55,Good
152.53891468648334,187.0249098881541,19.6,57.0,3.5805414065840395,Unhealthy
82.95259038588505,178.19391445878668,23.6,46.3,1.7284488066003363,Moderate
17.57,49.94,32.7,55.4,4.74,Good
16.22,0.0,13.3,86.5,3.23,Good
156.98915268468696,345.3977796064808,28.1,69.2,0.09478915868101424,Unhealthy
11.6,47.22,20.9,65.9,0.4,Good
12.37,0.0,24.4,80.8,5.81,Good
236.28231582931866,389.03099230746597,18.7,78.5,0.3253310996903524,Unhealthy
20.264973946766812,36.22533302571558,21.1,74.4,0.33608418055119044,Good
59.53,100.2,24.1,87.2,11.87,Moderate
110.27859002404792,159.1422135073783,26.1,49.0,5.99249363072874,Moderate
19.701324330511355,46.603457003946936,16.9,60.1,3.942368773161417,Good
46.71,73.51,14.4,69.0,0.33,Moderate
57.37,103.6,31.6,95.0,0.82,Moderate
67.11,114.55,10.8,70.7,1.64,Moderate
216.71,296.11,21.9,53.1,0.85,Unhealthy
4.708852682561491,61.63562230798212,19.2,89.1,1.1524189749034788,Moderate
30.691599912755308,0.0,23.1,72.0,2.443021211739942,Good
82.08038264874895,63.179484934937335,27.2,88.8,3.6664987732997707,Moderate
1.84,13.16,13.5,85.0,21.06,Good
84.28,137.28,15.0,75.5,5.28,Moderate
64.27,73.33,16.1,86.2,1.24,Moderate
220.0,342.57,22.1,89.5,1.86,Unhealthy
81.85,95.33,18.2,75.0,3.1,Moderate
25.61,88.93,28.7,64.5,6.92,Moderate
35.78,85.04,19.5,70.9,9.6,Moderate
69.37,84.11,21.5,53.5,6.3,Moderate
35.18,63.79,21.1,72.5,20.35,Moderate
65.99,115.31,28.0,79.9,8.97,Moderate
91.29,167.98,11.6,85.9,1.8,Moderate
14.464584529612612,0.0,22.1,64.2,5.339349006964639,Good
11.6,0.0,16.8,65.1,2.7,Good
38.82,109.24,16.0,71.4,2.82,Moderate
179.79153179440567,263.2414606216657,39.8,80.1,0.8535008729888495,Unhealthy
120.37,209.08,11.1,57.6,5.53,Moderate
43.22,120.09,21.2,51.1,7.79,Moderate
26.805356522890374,9.053990392989766,15.3,61.8,3.446957671528167,Good
39.3,35.5,17.7,75.3,4.5,Moderate
4.01,38.83,17.3,91.9,5.41,Good
113.84,244.55,19.8,87.0,0.97,Moderate
44.21,43.91,32.0,49.9,0.05,Moderate
63.35,60.44,9.1,70.4,7.94,Moderate
7.71,0.0,11.4,95.0,4.63,Good
312.5509250784506,588.5883936460493,23.5,81.4,1.8646929219804576,Unhealthy
58.96,134.51,20.8,82.0,0.92,Moderate
33.60754570102963,44.113024453008194,24.5,40.7,2.2438435876383505,Good
30.74,68.95,16.0,61.4,5.77,Moderate
43.065044853406164,0.5346987574646052,13.3,91.9,2.012191274580364,Moderate
2.09,35.62,18.4,69.5,2.42,Good
7.52,28.97,12.5,95.0,4.3,Good
10.319828287238233,16.39883914235345,26.3,79.1,1.443275399722509,Good
29.94,47.86,27.5,69.9,11.59,Good
10.0,36.16,22.7,68.1,0.95,Good
3.99,54.34,16.4,85.6,2.35,Moderate
35.25,17.03,27.0,45.0,0.66,Moderate
33.30695040862761,53.650540820205165,27.5,47.3,4.816348234547781,Moderate
195.38546531038372,299.37160020693915,14.0,64.3,1.7371604931164277,Unhealthy
12.82,23.19,15.1,40.6,2.96,Good
105.59,156.11,11.2,95.0,2.1,Moderate
0.5103720407928267,0.0,24.7,70.4,10.211892442699806,Good
24.45,65.12,34.8,74.5,2.17,Moderate
30.66474289525389,30.86402594051649,29.5,60.8,0.5226042045676401,Good
10.325100260101125,12.906415418681705,15.0,76.4,1.2368231207077176,Good
157.48148944759907,123.83765160688827,9.7,87.9,2.4454160318824707,Unhealthy
61.39,76.59,26.2,34.8,10.05,Moderate
6.949557183062506,49.46847992747062,13.5,86.1,0.3283175856258995,Good
84.50326967979598,167.15381841898835,16.3,57.5,2.560663746828955,Moderate
6.3177015125805225,0.0,15.9,51.4,4.470657107901882,Good
50.59,52.37,17.3,62.7,5.92,Moderate
5.77,32.55,24.2,69.2,8.39,Good
64.0339313260398,43.754951390456746,11.6,71.8,1.24997743496634,Moderate
68.94575364643323,102.71191452620693,5.0,82.2,4.679341099378737,Moderate
4.0100831850757,0.0,26.6,41.8,12.911630892765336,Good
1.58,0.0,26.8,43.8,4.12,Good
33.63,64.86,22.4,67.7,3.69,Moderate
14.3,0.0,13.0,68.2,4.78,Good
7.5,53.31,13.5,66.3,1.02,Moderate
61.253810835344574,129.9866063784852,17.4,64.3,1.8074865543905276,Moderate
31.87,15.43,21.7,43.2,2.39,Good
2.17,0.0,14.8,69.7,3.26,Good
1.26,18.87,25.1,53.2,5.49,Good
6.66,0.0,26.4,58.2,9.98,Good
3.32,48.14,30.0,41.8,8.54,Good
13.93,0.44,17.6,57.9,2.11,Good
48.1,110.47,27.1,62.8,3.48,Moderate
53.674816369653236,147.06916487568057,8.7,95.0,1.0976124121076152,Moderate
34.72,114.51,24.3,54.8,0.05,Moderate
110.15,194.12,12.3,47.3,8.48,Moderate
20.26854514681701,0.0,19.6,68.0,0.10088815895581262,Good
63.2,36.3,11.5,63.7,3.61,Moderate
96.19,205.23,25.5,52.1,0.5,Moderate
49.9,38.75,18.6,69.1,3.65,Moderate
144.60485115776484,288.3652507480104,18.3,59.7,3.5910256820894104,Unhealthy
101.79779680951938,114.22564708557901,22.7,35.4,0.2969288011086813,Moderate
11.97,0.0,21.6,64.3,1.82,Good
29.49,40.66,14.1,77.6,3.73,Good
23.04,36.37,28.8,48.4,5.28,Good
0.61,23.66,13.0,60.9,0.98,Good
103.18289082584164,174.29265633691358,20.4,58.6,2.987964111107363,Moderate
160.42,318.11,21.7,59.6,1.01,Unhealthy
42.72,86.38,15.3,69.4,13.22,Moderate
94.6,118.26,23.9,22.9,11.02,Moderate
40.66,36.76,25.0,60.1,1.37,Moderate
27.2,82.02,24.4,94.5,1.91,Moderate
35.091725207534864,31.508872373051325,12.2,57.8,15.854177319441217,Moderate
11.3,10.96,13.4,76.3,4.95,Good
182.1,285.75,12.2,79.3,2.75,Unhealthy
16.67435013270967,54.907339398680314,21.9,48.9,6.653106335662817,Moderate
120.02,221.38,30.2,85.1,9.25,Moderate
108.14524629536031,192.85904021249166,21.1,63.8,0.9540399575278098,Moderate
39.78,49.0,30.2,66.7,3.64,Moderate
25.36,4.21,24.0,46.6,9.1,Good
3.66,9.4,18.3,65.3,5.47,Good
54.96,114.76,11.4,64.4,6.64,Moderate
45.49,104.7,29.1,61.7,2.44,Moderate
150.72,225.13,22.3,75.7,8.11,Unhealthy
208.10134769732184,296.52857736275104,12.0,82.3,0.28506469823173713,Unhealthy
58.24,51.11,29.9,49.2,4.33,Moderate
48.13,87.51,40.0,46.6,2.43,Moderate
117.88,144.41,26.1,79.3,8.2,Moderate
